Time,Open,High,Low,Close,Trades,Volume,BidVolume,AskVolume,PriceAction
2023-02-02 08:44:06.949002-06:00,-1.999002e+37,4163.5,4163.25,4163.5,1,1,0,1,Neutral
2023-02-02 08:44:06.950000-06:00,0.0,4163.5,4163.25,4163.5,1,1,0,1,Neutral
2023-02-02 08:44:07.281000-06:00,-1.999001e+37,4163.75,4163.5,4163.75,1,5,0,5,Neutral
2023-02-02 08:44:07.281001-06:00,0.0,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281002-06:00,0.0,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281003-06:00,0.0,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281004-06:00,0.0,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281005-06:00,-1.999002e+37,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281006-06:00,-1.999001e+37,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281007-06:00,0.0,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.281008-06:00,-1.999002e+37,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.282000-06:00,0.0,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282001-06:00,-1.999001e+37,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282002-06:00,0.0,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282003-06:00,0.0,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282004-06:00,-1.999002e+37,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282005-06:00,-1.999001e+37,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282006-06:00,-1.999002e+37,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.282007-06:00,0.0,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.283000-06:00,-1.999001e+37,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.283001-06:00,-1.999002e+37,4163.75,4163.5,4163.75,1,1,0,1,Neutral
2023-02-02 08:44:07.305000-06:00,0.0,4164.0,4163.75,4163.75,1,2,2,0,Neutral
2023-02-02 08:44:07.308000-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.375000-06:00,-1.999001e+37,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.375001-06:00,-1.999002e+37,4164.0,4163.75,4163.75,1,1,1,0,Neutral
2023-02-02 08:44:07.506000-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592000-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592001-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592002-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592003-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592004-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592005-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592006-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592007-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592008-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592009-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,3,0,3,Neutral
2023-02-02 08:44:07.592010-06:00,0.0,4164.0,4163.75,4164.0,1,2,0,2,Neutral
2023-02-02 08:44:07.592011-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.592012-06:00,0.0,4164.25,4164.0,4164.0,1,1,1,0,Neutral
2023-02-02 08:44:07.593000-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.593001-06:00,0.0,4164.0,4163.75,4164.0,1,2,0,2,Neutral
2023-02-02 08:44:07.593002-06:00,0.0,4164.0,4163.75,4164.0,1,2,0,2,Neutral
2023-02-02 08:44:07.593003-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.646000-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.646001-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.646002-06:00,0.0,4164.0,4163.75,4164.0,1,4,0,4,Neutral
2023-02-02 08:44:07.646003-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.658000-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.695000-06:00,-1.999001e+37,4164.25,4164.0,4164.0,1,1,1,0,Neutral
2023-02-02 08:44:07.695001-06:00,0.0,4164.25,4164.0,4164.0,1,1,1,0,Neutral
2023-02-02 08:44:07.695002-06:00,-1.999002e+37,4164.25,4164.0,4164.0,1,1,1,0,Neutral
2023-02-02 08:44:07.828000-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.828001-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:07.828002-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,2,0,2,Neutral
2023-02-02 08:44:07.932000-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:08.105000-06:00,0.0,4164.0,4163.75,4164.0,1,2,0,2,Neutral
2023-02-02 08:44:08.152000-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:08.152001-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:08.152002-06:00,-1.999001e+37,4164.0,4163.75,4164.0,1,2,0,2,Neutral
2023-02-02 08:44:08.152003-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:08.152004-06:00,-1.999002e+37,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:08.152005-06:00,0.0,4164.0,4163.75,4164.0,1,1,0,1,Neutral
2023-02-02 08:44:08.188000-06:00,-1.999001e+37,4164.25,4164.0,4164.25,1,1,0,1,Neutral
2023-02-02 08:44:08.188001-06:00,-1.999002e+37,4164.25,4164.0,4164.25,1,1,0,1,Neutral
2023-02-02 08:44:08.188002-06:00,0.0,4164.25,4164.0,4164.25,1,1,0,1,Neutral
2023-02-02 08:44:08.188003-06:00,-1.999001e+37,4164.25,4164.0,4164.25,1,1,0,1,Neutral
2023-02-02 08:44:08.188004-06:00,-1.999002e+37,4164.25,4164.0,4164.25,1,1,0,1,Neutral
2023-02-02 08:44:08.189000-06:00,0.0,4164.5,4164.25,4164.25,1,1,1,0,Neutral
2023-02-02 08:44:08.200000-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.200001-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.200002-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.200003-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.202000-06:00,0.0,4164.5,4164.25,4164.5,1,2,0,2,Neutral
2023-02-02 08:44:08.233000-06:00,0.0,4164.5,4164.25,4164.25,1,1,1,0,Neutral
2023-02-02 08:44:08.246000-06:00,0.0,4164.5,4164.25,4164.25,1,1,1,0,Neutral
2023-02-02 08:44:08.308000-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.322000-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.322001-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.322002-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.322003-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.370000-06:00,0.0,4164.5,4164.25,4164.5,1,2,0,2,Neutral
2023-02-02 08:44:08.483000-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,4,0,4,Neutral
2023-02-02 08:44:08.483001-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.483002-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.483003-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,4,0,4,Neutral
2023-02-02 08:44:08.496000-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496001-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496002-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496003-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496004-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,2,0,2,Neutral
2023-02-02 08:44:08.496005-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496006-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496007-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496008-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496009-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,2,0,2,Neutral
2023-02-02 08:44:08.496010-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.496011-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.500000-06:00,0.0,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:08.501000-06:00,-1.999001e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.501001-06:00,-1.999002e+37,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:08.543000-06:00,0.0,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:08.543001-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.543002-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.543003-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.607000-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.626000-06:00,0.0,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:08.682000-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.682001-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.682002-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,3,0,3,Neutral
2023-02-02 08:44:08.682003-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.682004-06:00,0.0,4164.75,4164.5,4164.75,1,3,0,3,Neutral
2023-02-02 08:44:08.682005-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:08.682006-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.682007-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:08.692000-06:00,-1.999001e+37,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:08.692001-06:00,-1.999002e+37,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:08.939000-06:00,0.0,4164.75,4164.5,4164.75,1,3,0,3,Neutral
2023-02-02 08:44:08.945000-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:08.987000-06:00,0.0,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:08.987001-06:00,-1.999001e+37,4164.75,4164.5,4164.5,1,2,2,0,Neutral
2023-02-02 08:44:08.987002-06:00,0.0,4164.75,4164.5,4164.5,1,6,6,0,Neutral
2023-02-02 08:44:08.987003-06:00,0.0,4164.75,4164.5,4164.5,1,5,5,0,Neutral
2023-02-02 08:44:08.987004-06:00,0.0,4164.75,4164.5,4164.5,1,4,4,0,Neutral
2023-02-02 08:44:08.987005-06:00,0.0,4164.75,4164.5,4164.5,1,2,2,0,Neutral
2023-02-02 08:44:08.987006-06:00,0.0,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:08.987007-06:00,0.0,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:08.987008-06:00,-1.999002e+37,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:08.994000-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:09.016000-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:09.065000-06:00,-1.999001e+37,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:09.065001-06:00,-1.999002e+37,4164.75,4164.5,4164.5,1,1,1,0,Neutral
2023-02-02 08:44:09.079000-06:00,0.0,4164.5,4164.25,4164.5,1,1,0,1,Neutral
2023-02-02 08:44:09.082000-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.082001-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:09.169000-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.169001-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.197000-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.203000-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277000-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277001-06:00,0.0,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:09.277002-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277003-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277004-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277005-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277006-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277007-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277008-06:00,0.0,4164.75,4164.5,4164.75,1,6,0,6,Neutral
2023-02-02 08:44:09.277009-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.277010-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.303000-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303001-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303002-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303003-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303004-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303005-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303006-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303007-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.303008-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.324000-06:00,0.0,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:09.324001-06:00,0.0,4165.0,4164.75,4164.75,1,2,2,0,Neutral
2023-02-02 08:44:09.324002-06:00,0.0,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:09.324003-06:00,-1.999001e+37,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:09.324004-06:00,0.0,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:09.324005-06:00,-1.999002e+37,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:09.324006-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.324007-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.324008-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:09.324009-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.324010-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.324011-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.324012-06:00,0.0,4164.75,4164.5,4164.75,1,2,0,2,Neutral
2023-02-02 08:44:09.324013-06:00,0.0,4164.75,4164.5,4164.75,1,3,0,3,Neutral
2023-02-02 08:44:09.324014-06:00,-1.999001e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.324015-06:00,-1.999002e+37,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.354000-06:00,0.0,4164.75,4164.5,4164.75,1,1,0,1,Neutral
2023-02-02 08:44:09.366000-06:00,0.0,4165.0,4164.75,4165.0,1,2,0,2,Neutral
2023-02-02 08:44:09.413000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.419000-06:00,0.0,4165.0,4164.75,4165.0,1,4,0,4,Neutral
2023-02-02 08:44:09.452000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.730000-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,2,0,2,Neutral
2023-02-02 08:44:09.730001-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.730002-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.730003-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.763000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.928000-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.928001-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.950000-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,5,0,5,Neutral
2023-02-02 08:44:09.950001-06:00,0.0,4165.0,4164.75,4165.0,1,4,0,4,Neutral
2023-02-02 08:44:09.950002-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.950003-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.950004-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.980000-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.980001-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.980002-06:00,0.0,4165.0,4164.75,4165.0,1,2,0,2,Neutral
2023-02-02 08:44:09.980003-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:09.980004-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,5,0,5,Neutral
2023-02-02 08:44:10.020000-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.020001-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.021000-06:00,0.0,4165.25,4165.0,4165.0,1,1,1,0,Neutral
2023-02-02 08:44:10.021001-06:00,-1.999001e+37,4165.25,4165.0,4165.0,1,1,1,0,Neutral
2023-02-02 08:44:10.021002-06:00,0.0,4165.25,4165.0,4165.0,1,3,3,0,Neutral
2023-02-02 08:44:10.021003-06:00,-1.999002e+37,4165.25,4165.0,4165.0,1,4,4,0,Neutral
2023-02-02 08:44:10.021004-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.121000-06:00,0.0,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:10.121001-06:00,0.0,4165.0,4164.75,4164.75,1,1,1,0,Neutral
2023-02-02 08:44:10.129000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.354000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.354001-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.354002-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.371000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.376000-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.377000-06:00,0.0,4165.25,4165.0,4165.0,1,1,1,0,Neutral
2023-02-02 08:44:10.377001-06:00,0.0,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.377002-06:00,0.0,4165.0,4164.75,4165.0,1,2,0,2,Neutral
2023-02-02 08:44:10.377003-06:00,-1.999001e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.377004-06:00,-1.999002e+37,4165.0,4164.75,4165.0,1,1,0,1,Neutral
2023-02-02 08:44:10.386000-06:00,0.0,4165.25,4165.0,4165.0,1,1,1,0,Neutral
