Time,Open,High,Low,Close,Trades,Volume,BidVolume,AskVolume
2023-02-17 09:36:20.552007-06:00,0.0,4084.25,4084.0,4084.25,1,1,0,1
2023-02-17 09:36:20.552008-06:00,0.0,4084.25,4084.0,4084.25,1,1,0,1
2023-02-17 09:36:20.552009-06:00,0.0,4084.25,4084.0,4084.25,1,1,0,1
2023-02-17 09:36:20.552010-06:00,0.0,4084.25,4084.0,4084.25,1,1,0,1
2023-02-17 09:36:20.552011-06:00,0.0,4084.25,4084.0,4084.25,1,1,0,1
2023-02-17 09:36:20.552012-06:00,-1.999002e+37,4084.25,4084.0,4084.25,1,2,0,2
2023-02-17 09:36:20.552013-06:00,0.0,4084.25,4084.0,4084.25,1,2,0,2
2023-02-17 09:36:20.633000-06:00,-1.999001e+37,4084.5,4084.25,4084.5,1,2,0,2
2023-02-17 09:36:20.633001-06:00,-1.999002e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633002-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633003-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633004-06:00,-1.999001e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633005-06:00,0.0,4084.5,4084.25,4084.5,1,2,0,2
2023-02-17 09:36:20.633006-06:00,-1.999002e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633007-06:00,-1.999001e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633008-06:00,-1.999002e+37,4084.5,4084.25,4084.5,1,2,0,2
2023-02-17 09:36:20.633009-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633010-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633011-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633012-06:00,-1.999001e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633013-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633014-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633015-06:00,0.0,4084.5,4084.25,4084.5,1,2,0,2
2023-02-17 09:36:20.633016-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633017-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633018-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633019-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633020-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.633021-06:00,-1.999002e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.653000-06:00,-1.999001e+37,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.653001-06:00,-1.999002e+37,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.653002-06:00,-1.999001e+37,4084.75,4084.5,4084.5,1,5,5,0
2023-02-17 09:36:20.653003-06:00,0.0,4084.75,4084.5,4084.5,1,5,5,0
2023-02-17 09:36:20.653004-06:00,0.0,4084.75,4084.5,4084.5,1,8,8,0
2023-02-17 09:36:20.653005-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.653006-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.653007-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.653008-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.653009-06:00,-1.999002e+37,4084.75,4084.5,4084.5,1,4,4,0
2023-02-17 09:36:20.653010-06:00,-1.999001e+37,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.653011-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.653012-06:00,0.0,4084.5,4084.25,4084.5,1,1,0,1
2023-02-17 09:36:20.653013-06:00,0.0,4084.5,4084.25,4084.5,1,10,0,10
2023-02-17 09:36:20.653014-06:00,-1.999002e+37,4084.5,4084.25,4084.5,1,6,0,6
2023-02-17 09:36:20.653015-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.671000-06:00,0.0,4084.75,4084.5,4084.5,1,2,2,0
2023-02-17 09:36:20.772000-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.772001-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.772002-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.772003-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.772004-06:00,-1.999001e+37,4084.75,4084.5,4084.75,1,2,0,2
2023-02-17 09:36:20.772005-06:00,-1.999002e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.772006-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.775000-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.793000-06:00,0.0,4084.75,4084.5,4084.75,1,3,0,3
2023-02-17 09:36:20.806000-06:00,0.0,4084.75,4084.5,4084.5,1,1,1,0
2023-02-17 09:36:20.872000-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894000-06:00,-1.999001e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894001-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894002-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894003-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894004-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894005-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894006-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894007-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894008-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.894009-06:00,-1.999002e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902000-06:00,-1.999001e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902001-06:00,0.0,4084.75,4084.5,4084.75,1,2,0,2
2023-02-17 09:36:20.902002-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902003-06:00,0.0,4084.75,4084.5,4084.75,1,5,0,5
2023-02-17 09:36:20.902004-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902005-06:00,0.0,4084.75,4084.5,4084.75,1,2,0,2
2023-02-17 09:36:20.902006-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902007-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902008-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902009-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902010-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902011-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902012-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902013-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902014-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902015-06:00,0.0,4084.75,4084.5,4084.75,1,5,0,5
2023-02-17 09:36:20.902016-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902017-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902018-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.902019-06:00,-1.999002e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.903000-06:00,-1.999001e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.903001-06:00,-1.999002e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.903002-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.903003-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.903004-06:00,-1.999001e+37,4085.0,4084.75,4084.75,1,3,3,0
2023-02-17 09:36:20.903005-06:00,-1.999002e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.903006-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.905000-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.927000-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:20.927001-06:00,0.0,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:20.927002-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:20.927003-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:20.927004-06:00,0.0,4085.0,4084.75,4085.0,1,4,0,4
2023-02-17 09:36:20.938000-06:00,-1.999001e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.938001-06:00,0.0,4085.0,4084.75,4084.75,1,2,2,0
2023-02-17 09:36:20.938002-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.938003-06:00,0.0,4085.0,4084.75,4084.75,1,3,3,0
2023-02-17 09:36:20.938004-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.938005-06:00,-1.999002e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.938006-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938007-06:00,-1.999001e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938008-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938009-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938010-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938011-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938012-06:00,-1.999002e+37,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.938013-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.939000-06:00,-1.999001e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.939001-06:00,-1.999002e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.939002-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.939003-06:00,0.0,4084.75,4084.5,4084.75,1,5,0,5
2023-02-17 09:36:20.939004-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.939005-06:00,0.0,4084.75,4084.5,4084.75,1,1,0,1
2023-02-17 09:36:20.939006-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.939007-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:20.980000-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:20.980001-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:21-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012000-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,3,0,3
2023-02-17 09:36:21.012001-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012002-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012003-06:00,0.0,4085.0,4084.75,4085.0,1,15,0,15
2023-02-17 09:36:21.012004-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012005-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012006-06:00,0.0,4085.0,4084.75,4085.0,1,5,0,5
2023-02-17 09:36:21.012007-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012008-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:21.012009-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012010-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012011-06:00,0.0,4085.0,4084.75,4085.0,1,3,0,3
2023-02-17 09:36:21.012012-06:00,0.0,4085.0,4084.75,4085.0,1,3,0,3
2023-02-17 09:36:21.012013-06:00,0.0,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:21.012014-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012015-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012016-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012017-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012018-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012019-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012020-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012021-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012022-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012023-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012024-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012025-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.012026-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,14,0,14
2023-02-17 09:36:21.012027-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013000-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013001-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013002-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013003-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013004-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013005-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013006-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013007-06:00,0.0,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:21.013008-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013009-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013010-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013011-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013012-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013013-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013014-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013015-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013016-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013017-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013018-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013019-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013020-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013021-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,4,0,4
2023-02-17 09:36:21.013022-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013023-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013024-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013025-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013026-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013027-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.013028-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.064000-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.123000-06:00,0.0,4085.25,4085.0,4085.25,1,1,0,1
2023-02-17 09:36:21.124000-06:00,-1.999001e+37,4085.25,4085.0,4085.25,1,1,0,1
2023-02-17 09:36:21.124001-06:00,-1.999002e+37,4085.25,4085.0,4085.25,1,2,0,2
2023-02-17 09:36:21.188000-06:00,0.0,4085.25,4085.0,4085.25,1,1,0,1
2023-02-17 09:36:21.190000-06:00,0.0,4085.25,4085.0,4085.25,1,4,0,4
2023-02-17 09:36:21.210000-06:00,-1.999001e+37,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210001-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210002-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210003-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210004-06:00,0.0,4085.25,4085.0,4085.0,1,3,3,0
2023-02-17 09:36:21.210005-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210006-06:00,0.0,4085.25,4085.0,4085.0,1,3,3,0
2023-02-17 09:36:21.210007-06:00,0.0,4085.25,4085.0,4085.0,1,2,2,0
2023-02-17 09:36:21.210008-06:00,0.0,4085.25,4085.0,4085.0,1,10,10,0
2023-02-17 09:36:21.210009-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210010-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210011-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.210012-06:00,-1.999002e+37,4085.25,4085.0,4085.0,1,3,3,0
2023-02-17 09:36:21.211000-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211001-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211002-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211003-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211004-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211005-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211006-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211007-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211008-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211009-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211010-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.211011-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.212000-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.212001-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.213000-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.213001-06:00,-1.999001e+37,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.213002-06:00,0.0,4085.25,4085.0,4085.0,1,3,3,0
2023-02-17 09:36:21.213003-06:00,-1.999002e+37,4085.25,4085.0,4085.0,1,2,2,0
2023-02-17 09:36:21.213004-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.213005-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.213006-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.215000-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.288000-06:00,0.0,4085.25,4084.75,4085.25,1,1,0,1
2023-02-17 09:36:21.398000-06:00,0.0,4085.0,4084.75,4085.0,1,8,0,8
2023-02-17 09:36:21.398001-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.398002-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.398003-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.398004-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.398005-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.398006-06:00,0.0,4085.0,4084.75,4085.0,1,3,0,3
2023-02-17 09:36:21.398007-06:00,0.0,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:21.398008-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,2,0,2
2023-02-17 09:36:21.398009-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.399000-06:00,0.0,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.407000-06:00,-1.999001e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.407001-06:00,0.0,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.407002-06:00,-1.999002e+37,4085.0,4084.75,4085.0,1,1,0,1
2023-02-17 09:36:21.407003-06:00,-1.999001e+37,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.407004-06:00,-1.999002e+37,4085.25,4085.0,4085.0,1,1,1,0
2023-02-17 09:36:21.479000-06:00,-1.999001e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.479001-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.479002-06:00,0.0,4085.0,4084.75,4084.75,1,2,2,0
2023-02-17 09:36:21.479003-06:00,-1.999002e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.591000-06:00,-1.999001e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.591001-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.591002-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.591003-06:00,0.0,4085.0,4084.75,4084.75,1,2,2,0
2023-02-17 09:36:21.591004-06:00,-1.999002e+37,4085.0,4084.75,4084.75,1,2,2,0
2023-02-17 09:36:21.591005-06:00,0.0,4085.0,4084.75,4084.75,1,4,4,0
2023-02-17 09:36:21.591006-06:00,-1.999001e+37,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.591007-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
2023-02-17 09:36:21.591008-06:00,0.0,4085.0,4084.75,4084.75,1,2,2,0
2023-02-17 09:36:21.591009-06:00,0.0,4085.0,4084.75,4084.75,1,1,1,0
